"Date","Price","Open","High","Low","Vol.","Change %"
"07/03/2017","155.58","153.58","156.03","153.52","2.82M","1.14%"
"06/30/2017","153.83","154.28","154.50","153.14","3.57M","-0.19%"
"06/29/2017","154.13","155.35","155.74","153.62","3.26M","-0.77%"
"06/28/2017","155.32","155.15","155.55","154.78","2.22M","0.37%"
"06/27/2017","154.75","155.00","155.34","154.50","2.39M","-0.31%"
"06/26/2017","155.23","154.71","155.75","154.63","2.15M","0.73%"
"06/23/2017","154.11","154.34","154.68","153.80","3.28M","-0.19%"
"06/22/2017","154.40","154.55","154.99","153.69","2.38M","0.40%"
"06/21/2017","153.79","155.79","155.79","153.39","3.96M","-0.75%"
"06/20/2017","154.95","154.48","155.39","154.25","4.48M","0.07%"
"06/19/2017","154.84","155.51","155.86","154.54","4.63M","-0.35%"
"06/16/2017","155.38","154.23","155.42","152.97","6.74M","0.75%"
"06/15/2017","154.22","153.29","154.69","153.29","4.65M","0.27%"
"06/14/2017","153.81","153.97","154.94","152.94","3.05M","-0.29%"
"06/13/2017","154.25","155.44","155.48","154.15","3.52M","-0.60%"
"06/12/2017","155.18","154.19","157.20","154.02","6.47M","0.70%"
"06/09/2017","154.10","152.00","154.26","151.88","4.36M","1.31%"
"06/08/2017","152.10","151.00","152.82","150.92","3.71M","0.74%"
"06/07/2017","150.98","153.05","154.20","150.80","4.87M","-0.91%"
"06/06/2017","152.37","152.00","152.89","152.00","3.80M","-0.03%"
"06/05/2017","152.41","151.82","152.93","151.68","3.98M","0.24%"
"06/02/2017","152.05","153.07","153.20","151.80","3.59M","-0.41%"
"06/01/2017","152.67","152.80","152.87","151.63","2.92M","0.03%"
"05/31/2017","152.63","152.03","152.80","151.65","3.54M","0.59%"
"05/30/2017","151.73","151.95","152.67","151.59","3.67M","-0.50%"
"05/26/2017","152.49","152.85","153.00","152.06","2.44M","-0.46%"
"05/25/2017","153.20","153.25","153.73","152.95","2.58M","0.45%"
"05/24/2017","152.51","152.21","152.76","151.23","3.73M","0.32%"
"05/23/2017","152.03","152.57","153.68","151.92","2.56M","-0.40%"
"05/22/2017","152.64","152.10","152.84","151.60","3.30M","0.43%"
"05/19/2017","151.98","151.01","152.46","150.89","5.64M","0.80%"
"05/18/2017","150.78","150.86","151.33","150.11","3.27M","-0.10%"
"05/17/2017","150.93","153.30","154.14","150.89","5.19M","-1.79%"
"05/16/2017","153.68","151.66","153.99","151.66","5.51M","1.43%"
"05/15/2017","151.51","150.62","151.83","150.45","4.25M","0.76%"
"05/12/2017","150.37","150.30","151.26","150.00","3.72M","-0.19%"
"05/11/2017","150.65","151.05","151.15","149.79","5.63M","-0.40%"
"05/10/2017","151.25","151.65","152.37","151.13","5.00M","-0.57%"
"05/09/2017","152.11","152.60","153.10","151.56","6.85M","-0.60%"
"05/08/2017","153.03","152.80","153.47","152.20","7.49M","-1.30%"
"05/05/2017","155.05","153.52","155.78","153.00","12.52M","-2.51%"
"05/04/2017","159.05","158.89","159.14","158.36","4.28M","0.26%"
"05/03/2017","158.63","158.74","159.45","158.52","3.99M","-0.30%"
"05/02/2017","159.10","159.44","159.49","158.64","3.21M","0.16%"
"05/01/2017","158.84","160.05","160.42","158.70","4.94M","-0.90%"
"04/28/2017","160.29","160.50","160.59","159.70","4.15M","-0.02%"
"04/27/2017","160.32","160.29","160.48","159.63","4.12M","0.16%"
"04/26/2017","160.06","160.53","161.10","159.89","4.33M","-0.21%"
"04/25/2017","160.39","161.78","162.04","160.38","4.86M","-0.22%"
"04/24/2017","160.75","161.29","161.57","160.42","5.32M","0.23%"
"04/21/2017","160.38","162.05","162.11","160.38","5.61M","-1.18%"
"04/20/2017","162.30","161.32","162.40","160.50","6.49M","0.38%"
"04/19/2017","161.69","161.76","162.64","159.60","19.28M","-4.92%"
"04/18/2017","170.05","170.79","171.69","169.83","6.35M","-0.61%"
"04/17/2017","171.10","169.75","171.30","169.62","3.72M","0.93%"
"04/13/2017","169.53","169.92","171.36","169.53","3.21M","-0.66%"
"04/12/2017","170.66","171.04","171.20","170.02","3.28M","0.05%"
"04/11/2017","170.58","170.65","171.23","168.98","4.89M","-0.36%"
"04/10/2017","171.20","172.53","172.56","171.00","3.79M","-0.55%"
"04/07/2017","172.14","172.08","172.93","171.28","3.59M","-0.18%"
"04/06/2017","172.45","173.47","173.47","172.25","3.44M","-0.25%"
"04/05/2017","172.88","174.70","176.33","172.81","6.24M","-0.94%"
"04/04/2017","174.52","173.52","174.96","173.26","3.11M","0.01%"
"04/03/2017","174.50","173.82","174.87","173.38","4.29M","0.21%"
"03/31/2017","174.14","173.98","174.95","173.69","2.91M","0.16%"
"03/30/2017","173.86","173.86","174.59","173.69","3.17M","-0.05%"
"03/29/2017","173.94","174.30","174.49","173.46","3.09M","-0.33%"
"03/28/2017","174.51","173.94","175.00","173.00","3.52M","0.43%"
"03/27/2017","173.77","172.69","174.16","172.09","3.26M","-0.03%"
"03/24/2017","173.83","175.12","175.50","173.39","3.22M","-0.57%"
"03/23/2017","174.82","174.43","175.67","173.56","3.74M","0.02%"
"03/22/2017","174.78","174.04","175.06","172.80","3.45M","0.52%"
"03/21/2017","173.88","176.01","176.23","173.84","3.93M","-1.04%"
"03/20/2017","175.70","175.65","176.18","175.14","2.48M","0.03%"
"03/17/2017","175.65","176.29","176.79","175.65","5.92M","-0.90%"
"03/16/2017","177.24","178.46","179.00","176.82","4.31M","0.81%"
"03/15/2017","175.81","175.71","176.28","174.75","3.82M","0.05%"
"03/14/2017","175.72","176.18","176.82","175.21","3.15M","-0.42%"
"03/13/2017","176.46","177.85","178.06","176.41","3.48M","-0.77%"
"03/10/2017","177.83","178.21","179.49","177.42","3.10M","0.37%"
"03/09/2017","177.18","179.15","179.25","175.88","5.44M","-1.26%"
"03/08/2017","179.45","180.75","180.95","179.30","3.56M","-0.52%"
"03/07/2017","180.38","180.71","181.29","180.20","2.98M","-0.05%"
"03/06/2017","180.47","179.72","180.99","179.57","3.20M","0.23%"
"03/03/2017","180.05","180.04","181.32","179.76","1.83M","-0.27%"
"03/02/2017","180.53","181.88","181.88","180.43","2.92M","-0.78%"
"03/01/2017","181.95","180.48","182.55","180.03","3.01M","1.18%"
"02/28/2017","179.82","179.38","180.63","179.35","3.27M","0.23%"
"02/27/2017","179.40","181.19","181.25","179.28","3.69M","-1.08%"
"02/24/2017","181.35","180.21","181.49","179.89","3.30M","-0.17%"
"02/23/2017","181.65","182.00","182.50","180.92","2.28M","0.28%"
"02/22/2017","181.15","180.09","181.34","180.09","3.02M","0.49%"
"02/21/2017","180.26","180.60","180.79","179.12","4.48M","-0.23%"
"02/17/2017","180.67","181.25","181.57","180.00","3.55M","-0.42%"
"02/16/2017","181.43","181.45","182.79","180.87","3.25M","-0.14%"
"02/15/2017","181.68","180.20","181.92","179.81","2.91M","0.86%"
"02/14/2017","180.13","178.57","180.13","178.35","2.78M","0.43%"
"02/13/2017","179.36","179.24","179.90","178.84","3.09M","0.38%"
"02/10/2017","178.68","177.37","178.87","176.76","2.93M","0.83%"
"02/09/2017","177.21","176.17","177.80","175.91","3.09M","0.59%"
"02/08/2017","176.17","177.50","177.50","175.88","2.91M","-1.28%"
"02/07/2017","178.46","176.00","178.62","175.90","3.87M","1.48%"
"02/06/2017","175.86","175.31","175.98","174.38","2.65M","0.02%"
"02/03/2017","175.82","175.00","176.34","174.89","3.31M","0.71%"
"02/02/2017","174.58","174.23","174.97","173.55","2.62M","0.17%"
"02/01/2017","174.29","175.00","175.70","172.89","2.80M","-0.13%"
"01/31/2017","174.52","175.05","175.58","173.61","4.14M","-0.73%"
"01/30/2017","175.80","176.98","177.07","174.58","4.09M","-0.85%"
"01/27/2017","177.30","178.47","179.20","177.30","3.48M","-0.76%"
"01/26/2017","178.66","178.06","178.88","177.51","3.06M","0.21%"
"01/25/2017","178.29","176.26","179.25","176.13","5.92M","1.36%"
"01/24/2017","175.90","171.36","176.00","171.16","6.95M","2.85%"
"01/23/2017","171.03","170.08","171.25","170.01","5.48M","0.28%"
"01/20/2017","170.55","167.81","170.64","166.00","12.69M","2.24%"
"01/19/2017","166.81","166.96","167.45","165.80","6.96M","0.01%"
"01/18/2017","166.80","167.45","168.59","166.69","4.01M","-0.65%"
"01/17/2017","167.89","166.69","168.18","166.12","3.32M","0.33%"
"01/13/2017","167.34","167.97","168.48","166.88","2.88M","-0.36%"
"01/12/2017","167.95","167.77","168.01","165.56","2.93M","0.12%"
"01/11/2017","167.75","166.05","167.76","165.60","3.60M","1.35%"
"01/10/2017","165.52","167.98","168.09","165.34","4.12M","-1.27%"
"01/09/2017","167.65","169.47","169.80","167.62","3.19M","-1.11%"
"01/06/2017","169.53","168.69","169.92","167.52","2.95M","0.49%"
"01/05/2017","168.70","169.25","169.39","167.26","2.68M","-0.33%"
"01/04/2017","169.26","167.77","169.87","167.36","3.38M","1.24%"
"01/03/2017","167.19","167.00","167.87","166.01","2.93M","0.72%"
"12/30/2016","165.99","166.44","166.70","165.50","2.95M","-0.37%"
"12/29/2016","166.60","166.02","166.99","166.00","1.66M","0.25%"
"12/28/2016","166.19","167.29","167.74","166.00","1.76M","-0.57%"
"12/27/2016","167.14","166.98","167.98","166.85","1.40M","0.26%"
"12/23/2016","166.71","167.00","167.49","166.45","1.70M","-0.21%"
"12/22/2016","167.06","167.36","168.23","166.58","2.80M","-0.16%"
"12/21/2016","167.33","166.25","167.94","165.25","3.58M","-0.16%"
"12/20/2016","167.60","167.49","168.25","166.45","2.17M","0.55%"
"12/19/2016","166.68","166.83","167.26","166.00","2.96M","-0.03%"
"12/16/2016","166.73","168.97","169.11","166.06","7.12M","-0.77%"
"12/15/2016","168.02","168.01","169.85","167.78","3.39M","-0.29%"
"12/14/2016","168.51","168.37","169.89","167.45","4.12M","0.13%"
"12/13/2016","168.29","165.68","169.95","165.68","5.93M","1.69%"
"12/12/2016","165.50","166.72","166.79","165.07","3.39M","-0.61%"
"12/09/2016","166.52","165.18","166.72","164.60","3.15M","0.70%"
"12/08/2016","165.36","164.87","166.00","164.22","3.27M","0.35%"
"12/07/2016","164.79","160.60","165.18","160.39","4.44M","2.77%"
"12/06/2016","160.35","160.13","160.79","158.93","2.86M","0.32%"
"12/05/2016","159.84","160.85","161.15","159.59","3.45M","-0.11%"
"12/02/2016","160.02","159.00","160.29","158.41","2.74M","0.13%"
"12/01/2016","159.82","161.95","162.19","158.30","4.64M","-1.48%"
"11/30/2016","162.22","163.35","163.80","162.21","4.40M","-0.80%"
"11/29/2016","163.53","164.00","164.41","163.03","3.15M","-0.60%"
"11/28/2016","164.52","163.20","164.66","162.70","4.45M","0.85%"
"11/25/2016","163.14","161.83","163.19","161.83","1.61M","0.72%"
"11/23/2016","161.98","161.94","162.38","161.36","2.26M","-0.42%"
"11/22/2016","162.67","163.00","163.00","161.95","2.77M","-0.06%"
"11/21/2016","162.77","160.69","163.00","160.37","4.64M","1.48%"
"11/18/2016","160.39","159.80","160.72","159.21","2.98M","0.37%"
"11/17/2016","159.80","159.22","159.93","158.85","2.26M","0.32%"
"11/16/2016","159.29","158.46","159.55","158.03","2.25M","0.39%"
"11/15/2016","158.67","158.42","159.15","157.55","3.48M","0.29%"
"11/14/2016","158.21","161.25","161.86","157.58","5.20M","-1.90%"
"11/11/2016","161.27","159.97","161.34","159.33","4.45M","0.66%"
"11/10/2016","160.22","157.66","161.16","157.59","7.72M","3.49%"
"11/09/2016","154.81","152.96","155.56","151.00","5.40M","-0.23%"
"11/08/2016","155.17","154.56","155.93","153.06","3.92M","-0.35%"
"11/07/2016","155.72","153.99","156.11","153.84","3.80M","2.16%"
"11/04/2016","152.43","152.40","153.64","151.87","2.47M","0.04%"
"11/03/2016","152.37","152.51","153.74","151.80","2.88M","0.28%"
"11/02/2016","151.95","152.48","153.34","151.67","3.07M","-0.55%"
"11/01/2016","152.79","153.50","153.91","151.74","3.19M","-0.59%"
"10/31/2016","153.69","152.76","154.33","152.76","3.55M","0.71%"
"10/28/2016","152.61","154.05","154.44","152.18","3.65M","-0.48%"
"10/27/2016","153.35","152.82","154.06","152.02","4.23M","1.01%"
"10/26/2016","151.81","150.71","152.94","150.25","2.81M","0.62%"
"10/25/2016","150.88","150.69","151.16","149.83","2.65M","0.21%"
"10/24/2016","150.57","150.40","151.52","150.40","2.67M","0.63%"
"10/21/2016","149.63","150.58","151.15","149.56","4.41M","-1.25%"
"10/20/2016","151.52","151.28","152.90","151.02","4.02M","0.17%"
"10/19/2016","151.26","151.27","152.45","150.83","4.63M","0.36%"
"10/18/2016","150.72","150.02","151.00","147.79","12.77M","-2.62%"
"10/17/2016","154.77","154.45","155.89","154.34","5.89M","0.21%"
"10/14/2016","154.45","154.47","155.53","154.09","4.36M","0.47%"
"10/13/2016","153.72","153.70","154.22","152.27","2.91M","-0.37%"
"10/12/2016","154.29","154.97","154.97","153.08","2.96M","-0.32%"
"10/11/2016","154.79","156.73","156.95","153.89","2.90M","-1.42%"
"10/10/2016","157.02","156.71","158.49","156.66","2.48M","0.87%"
"10/07/2016","155.67","157.14","157.70","154.86","2.67M","-0.77%"
"10/06/2016","156.88","156.84","157.43","155.89","1.95M","-0.13%"
"10/05/2016","157.08","157.07","157.83","156.72","1.68M","0.40%"
"10/04/2016","156.46","157.67","158.53","155.82","2.88M","-0.73%"
"10/03/2016","157.61","158.06","158.37","157.02","2.23M","-0.78%"
"09/30/2016","158.85","158.90","159.84","158.06","3.60M","0.47%"
"09/29/2016","158.11","158.63","165.00","157.46","3.37M","-0.11%"
"09/28/2016","158.29","156.99","158.62","156.23","3.31M","0.97%"
"09/27/2016","156.77","154.32","156.77","153.81","2.99M","1.81%"
"09/26/2016","153.98","154.46","154.46","153.46","2.53M","-0.65%"
"09/23/2016","154.98","155.62","156.04","154.71","2.70M","-0.72%"
"09/22/2016","156.11","156.15","157.22","155.69","2.69M","0.37%"
"09/21/2016","155.53","154.91","155.68","153.87","2.47M","0.70%"
"09/20/2016","154.45","155.87","156.57","154.45","2.16M","-0.27%"
"09/19/2016","154.87","154.87","156.19","154.55","2.45M","0.67%"
"09/16/2016","153.84","155.04","155.40","153.47","6.46M","-1.17%"
"09/15/2016","155.66","154.30","156.33","153.21","3.66M","1.05%"
"09/14/2016","154.05","155.70","155.87","153.39","3.86M","-1.13%"
"09/13/2016","155.81","157.63","157.93","155.50","3.64M","-1.57%"
"09/12/2016","158.29","155.26","158.53","154.84","4.37M","1.67%"
"09/09/2016","155.69","158.03","158.40","155.65","5.19M","-2.08%"
"09/08/2016","159.00","160.55","161.21","158.76","3.96M","-1.63%"
"09/07/2016","161.64","160.19","161.76","160.00","2.87M","0.80%"
"09/06/2016","160.35","159.88","160.86","159.11","2.99M","0.50%"
"09/02/2016","159.55","159.88","160.57","159.15","2.32M","0.01%"
"09/01/2016","159.54","158.32","159.62","158.10","2.36M","0.42%"
"08/31/2016","158.88","159.66","159.66","158.26","2.32M","-0.33%"
"08/30/2016","159.40","159.76","160.15","158.81","1.81M","-0.20%"
"08/29/2016","159.72","158.83","160.21","158.50","2.48M","0.88%"
"08/26/2016","158.32","158.88","160.44","157.85","2.50M","-0.20%"
"08/25/2016","158.63","159.00","159.54","158.42","2.58M","-0.26%"
"08/24/2016","159.05","159.89","160.18","158.32","3.65M","-0.76%"
"08/23/2016","160.26","160.33","161.34","160.23","2.84M","0.16%"
"08/22/2016","160.00","160.00","160.57","159.13","2.04M","-0.02%"
"08/19/2016","160.04","160.84","160.91","159.52","2.82M","-0.82%"
"08/18/2016","161.36","160.89","162.00","160.44","3.65M","0.57%"
"08/17/2016","160.44","160.97","161.16","159.84","3.23M","-0.16%"
"08/16/2016","160.70","161.11","161.93","160.69","2.21M","-0.73%"
"08/15/2016","161.88","162.40","162.97","161.78","2.97M","-0.04%"
"08/12/2016","161.95","163.19","163.46","161.52","2.54M","-0.97%"
"08/11/2016","163.53","162.25","164.95","162.18","8.77M","0.89%"
"08/10/2016","162.08","162.19","162.66","161.96","2.47M","0.19%"
"08/09/2016","161.77","162.22","162.77","161.65","2.74M","-0.17%"
"08/08/2016","162.04","162.73","163.27","161.58","3.04M","-0.89%"
"08/05/2016","163.50","162.00","163.51","161.57","3.81M","1.21%"
"08/04/2016","161.55","160.86","161.70","160.12","2.49M","0.55%"
"08/03/2016","160.67","160.13","160.86","159.80","2.86M","0.06%"
"08/02/2016","160.58","161.27","161.45","160.36","3.08M","-0.54%"
"08/01/2016","161.45","160.65","161.65","159.84","2.82M","0.52%"
"07/29/2016","160.62","161.36","161.67","160.03","3.55M","-0.46%"
"07/28/2016","161.37","161.38","161.81","160.71","2.34M","-0.28%"
"07/27/2016","161.83","162.12","162.57","161.18","2.16M","-0.18%"
"07/26/2016","162.12","162.65","163.60","161.37","2.89M","-0.33%"
"07/25/2016","162.65","162.00","162.88","161.75","2.80M","0.36%"
"07/22/2016","162.07","160.78","162.17","160.48","2.52M","1.01%"
"07/21/2016","160.45","160.75","161.85","159.89","4.05M","-0.56%"
"07/20/2016","161.36","159.97","161.71","159.60","4.38M","1.12%"
"07/19/2016","159.58","161.78","162.14","157.89","7.12M","-0.18%"
"07/18/2016","159.86","159.30","160.75","158.73","6.73M","0.05%"
"07/15/2016","159.78","159.90","159.98","158.50","4.48M","-0.31%"
"07/14/2016","160.28","158.81","161.40","158.58","4.64M","1.43%"
"07/13/2016","158.02","157.75","158.34","157.06","2.75M","0.62%"
"07/12/2016","157.04","156.00","157.12","155.52","3.84M","1.10%"
"07/11/2016","155.33","154.60","156.04","154.50","2.83M","0.56%"
"07/08/2016","154.46","154.00","154.60","153.08","3.04M","1.22%"
"07/07/2016","152.60","152.75","153.69","151.89","2.14M","0.15%"
"07/06/2016","152.37","151.85","152.41","149.92","2.57M","0.45%"
"07/05/2016","151.68","151.19","152.00","150.76","2.47M","-0.44%"
"07/01/2016","152.35","152.19","152.97","151.40","2.66M","0.38%"
"06/30/2016","151.78","148.86","151.91","148.67","3.97M","2.24%"
"06/29/2016","148.46","146.50","148.48","146.45","3.37M","1.89%"
"06/28/2016","145.70","144.78","145.73","144.22","4.00M","1.53%"
"06/27/2016","143.50","146.18","146.60","142.50","5.17M","-2.11%"
"06/24/2016","146.59","149.97","150.61","146.18","9.08M","-5.64%"
"06/23/2016","155.35","153.45","155.48","152.60","3.97M","1.59%"
"06/22/2016","152.92","153.75","154.71","152.27","2.83M","-0.73%"
"06/21/2016","154.05","154.16","154.57","153.69","2.76M","0.29%"
"06/20/2016","153.61","152.60","154.67","152.52","3.57M","1.07%"
"06/17/2016","151.99","150.96","152.72","150.60","4.66M","0.62%"
"06/16/2016","151.06","150.19","151.29","149.00","2.45M","0.25%"
"06/15/2016","150.68","151.46","151.79","150.60","2.26M","-0.25%"
"06/14/2016","151.06","151.28","151.79","150.40","2.87M","-0.15%"
"06/13/2016","151.28","151.63","152.50","150.28","3.61M","-0.72%"
"06/10/2016","152.37","152.79","153.33","151.86","3.12M","-0.68%"
"06/09/2016","153.42","152.92","153.76","152.73","2.02M","-0.38%"
"06/08/2016","154.00","153.53","154.09","153.04","2.94M","0.44%"
"06/07/2016","153.33","153.31","153.93","152.66","4.46M","0.39%"
"06/06/2016","152.73","153.09","153.95","152.34","2.38M","-0.10%"
"06/03/2016","152.89","152.40","153.04","151.70","2.33M","-0.40%"
"06/02/2016","153.50","152.59","153.50","152.12","2.64M","0.65%"
"06/01/2016","152.51","153.00","153.27","151.54","2.66M","-0.80%"
"05/31/2016","153.74","152.56","153.81","152.27","5.84M","0.59%"
"05/27/2016","152.84","152.35","152.93","152.15","2.46M","0.26%"
"05/26/2016","152.44","151.55","152.51","151.05","3.06M","0.49%"
"05/25/2016","151.69","148.93","152.09","148.50","4.36M","2.28%"
"05/24/2016","148.31","146.88","148.75","146.88","2.93M","1.05%"
"05/23/2016","146.77","147.61","147.95","146.66","2.10M","-0.33%"
"05/20/2016","147.25","145.71","147.51","145.55","3.67M","1.60%"
"05/19/2016","144.93","146.48","146.93","143.96","3.69M","-1.64%"
"05/18/2016","147.34","147.99","148.52","146.36","2.49M","-0.45%"
"05/17/2016","148.00","149.21","149.50","147.29","3.49M","-0.98%"
"05/16/2016","149.46","147.65","149.99","147.44","3.07M","1.18%"
"05/13/2016","147.72","148.79","149.86","147.42","2.40M","-0.75%"
"05/12/2016","148.84","149.21","149.39","147.11","3.25M","-0.07%"
"05/11/2016","148.95","149.71","151.09","148.74","3.09M","-0.68%"
"05/10/2016","149.97","148.24","150.04","147.74","3.99M","1.78%"
"05/09/2016","147.34","147.70","148.20","147.01","4.30M","0.03%"
"05/06/2016","147.29","144.86","147.97","144.47","4.90M","0.56%"
"05/05/2016","146.47","145.95","147.30","145.45","6.50M","1.54%"
"05/04/2016","144.25","143.36","145.00","143.31","2.58M","0.08%"
"05/03/2016","144.13","144.65","144.90","142.90","3.58M","-0.78%"
"05/02/2016","145.27","146.56","147.00","144.43","3.50M","-0.46%"
"04/29/2016","145.94","146.49","147.34","144.19","4.23M","-0.77%"
"04/28/2016","147.07","149.75","150.18","146.72","3.79M","-2.26%"
"04/27/2016","150.47","149.35","150.78","148.97","3.11M","0.93%"
"04/26/2016","149.08","148.65","149.79","147.90","2.98M","0.18%"
"04/25/2016","148.81","148.16","148.90","147.11","2.85M","0.21%"
"04/22/2016","148.50","149.44","151.00","147.50","5.19M","-0.54%"
"04/21/2016","149.30","146.58","150.12","146.46","6.02M","2.18%"
"04/20/2016","146.11","144.24","147.20","144.00","6.75M","1.47%"
"04/19/2016","144.00","146.47","146.95","142.61","13.19M","-5.59%"
"04/18/2016","152.53","151.75","153.14","151.49","6.58M","0.53%"
"04/15/2016","151.72","151.04","152.10","150.96","3.66M","0.37%"
"04/14/2016","151.16","151.50","152.76","150.38","3.18M","-0.05%"
"04/13/2016","151.23","150.75","151.23","149.63","3.17M","1.07%"
"04/12/2016","149.63","149.61","150.11","148.58","3.60M","0.25%"
"04/11/2016","149.25","150.26","151.95","149.22","3.85M","-0.07%"
"04/08/2016","149.35","149.06","149.99","148.12","3.29M","0.74%"
"04/07/2016","148.25","149.07","149.60","148.00","3.66M","-1.18%"
"04/06/2016","150.02","149.90","150.15","147.81","4.19M","0.01%"
"04/05/2016","150.00","151.43","151.60","149.65","3.34M","-1.36%"
"04/04/2016","152.07","152.34","153.52","151.91","3.93M","-0.30%"
"04/01/2016","152.52","150.51","152.96","150.25","3.93M","0.71%"
"03/31/2016","151.45","149.79","153.10","149.36","6.78M","2.05%"
"03/30/2016","148.41","149.95","150.41","148.32","3.33M","-0.62%"
"03/29/2016","149.33","147.59","149.76","147.50","3.14M","0.63%"
"03/28/2016","148.40","147.75","148.65","147.23","3.27M","0.30%"
"03/24/2016","147.95","144.98","148.22","144.49","5.04M","1.75%"
"03/23/2016","145.40","148.00","148.03","145.13","4.76M","-1.82%"
"03/22/2016","148.10","148.06","149.28","147.84","4.08M","-0.36%"
"03/21/2016","148.63","147.30","148.71","146.72","3.72M","1.05%"
"03/18/2016","147.09","147.40","147.51","145.51","12.09M","0.03%"
"03/17/2016","147.04","144.78","147.32","144.45","5.82M","1.55%"
"03/16/2016","144.79","142.62","144.88","142.11","4.22M","1.28%"
"03/15/2016","142.96","141.74","143.33","141.54","3.71M","0.13%"
"03/14/2016","142.78","142.01","143.19","141.04","4.05M","0.30%"
"03/11/2016","142.36","141.73","142.92","140.51","4.42M","1.55%"
"03/10/2016","140.19","141.24","141.47","138.09","4.02M","-0.16%"
"03/09/2016","140.41","139.31","142.17","139.23","4.41M","0.96%"
"03/08/2016","139.07","139.71","140.35","137.42","5.58M","-0.77%"
"03/07/2016","140.15","137.28","140.51","136.87","5.17M","1.71%"
"03/04/2016","137.80","137.53","139.42","137.02","3.97M","0.00%"
"03/03/2016","137.80","137.22","137.96","136.07","5.16M","1.10%"
"03/02/2016","136.30","133.70","137.44","133.22","5.22M","1.44%"
"03/01/2016","134.37","132.24","134.64","132.03","3.79M","2.55%"
"02/29/2016","131.03","132.00","133.36","130.90","4.43M","-0.76%"
"02/26/2016","132.03","134.51","134.92","131.95","4.39M","-1.84%"
"02/25/2016","134.50","133.29","134.51","130.88","4.36M","1.28%"
"02/24/2016","132.80","131.55","133.49","129.68","4.12M","0.30%"
"02/23/2016","132.40","133.14","133.41","132.01","3.44M","-1.02%"
"02/22/2016","133.77","133.84","134.31","132.41","4.46M","0.52%"
"02/19/2016","133.08","132.36","133.65","130.84","5.13M","0.48%"
"02/18/2016","132.45","130.00","134.00","129.75","9.95M","5.04%"
"02/17/2016","126.10","123.71","126.57","123.25","4.82M","2.74%"
"02/16/2016","122.74","121.83","123.09","121.34","4.06M","1.40%"
"02/12/2016","121.04","119.26","121.05","118.35","4.94M","2.71%"
"02/11/2016","117.85","118.78","119.66","116.90","7.31M","-1.95%"
"02/10/2016","120.19","125.00","125.29","119.84","6.47M","-3.13%"
"02/09/2016","124.07","126.12","126.93","123.77","5.96M","-2.29%"
"02/08/2016","126.98","126.00","127.51","124.13","7.36M","-1.24%"
"02/05/2016","128.57","127.22","128.64","125.85","7.18M","0.72%"
"02/04/2016","127.65","125.08","128.50","125.00","5.27M","2.35%"
"02/03/2016","124.72","123.99","125.45","122.29","6.22M","1.45%"
"02/02/2016","122.94","123.67","124.14","122.64","3.29M","-1.51%"
"02/01/2016","124.83","124.40","125.29","123.71","3.57M","0.03%"
"01/29/2016","124.79","123.28","124.79","122.96","8.25M","2.10%"
"01/28/2016","122.22","121.26","122.83","121.01","3.94M","1.04%"
"01/27/2016","120.96","122.73","123.37","120.65","5.03M","-1.33%"
"01/26/2016","122.59","122.25","123.61","122.24","4.62M","0.42%"
"01/25/2016","122.08","122.10","124.23","121.64","5.45M","-0.34%"
"01/22/2016","122.50","124.67","124.74","121.77","9.24M","-0.33%"
"01/21/2016","122.91","121.30","125.10","120.58","8.85M","0.86%"
"01/20/2016","121.86","118.46","123.99","118.00","16.16M","-4.88%"
"01/19/2016","128.11","130.11","132.10","128.06","9.98M","-1.48%"
"01/15/2016","130.03","130.01","130.88","128.87","9.01M","-2.17%"
"01/14/2016","132.91","131.93","133.79","131.22","5.71M","1.33%"
"01/13/2016","131.17","133.50","134.28","131.10","4.70M","-1.30%"
"01/12/2016","132.90","133.65","133.78","131.13","5.08M","-0.25%"
"01/11/2016","133.23","131.81","133.82","131.76","4.97M","1.22%"
"01/08/2016","131.63","133.18","133.82","131.32","4.76M","-0.93%"
"01/07/2016","132.86","133.70","135.02","132.43","7.03M","-1.71%"
"01/06/2016","135.17","134.38","135.58","133.62","4.31M","-0.50%"
"01/05/2016","135.85","136.76","136.89","134.85","3.92M","-0.07%"
"01/04/2016","135.95","135.60","135.97","134.24","5.23M","-1.21%"
"12/31/2015","137.62","139.07","139.10","137.57","3.46M","-1.23%"
"12/30/2015","139.34","139.58","140.44","139.22","2.99M","-0.31%"
"12/29/2015","139.78","138.25","140.06","138.20","3.94M","1.58%"
"12/28/2015","137.61","137.74","138.04","136.54","3.14M","-0.46%"
"12/24/2015","138.25","138.43","138.88","138.11","1.50M","-0.21%"
"12/23/2015","138.54","138.30","139.31","138.11","5.16M","0.44%"
"12/22/2015","137.93","135.88","138.19","135.65","4.26M","1.79%"
"12/21/2015","135.50","135.83","135.83","134.02","5.62M","0.44%"
"12/18/2015","134.90","136.41","136.96","134.27","10.03M","-1.35%"
"12/17/2015","136.75","139.35","139.50","136.31","4.09M","-1.82%"
"12/16/2015","139.29","139.12","139.65","137.79","4.35M","1.09%"
"12/15/2015","137.79","137.40","138.97","137.28","4.24M","1.37%"
"12/14/2015","135.93","135.31","136.14","134.02","5.14M","1.01%"
"12/11/2015","134.57","135.23","135.44","133.91","5.33M","-1.62%"
"12/10/2015","136.78","137.03","137.85","135.72","4.22M","0.12%"
