"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2022","129.66","128.40","129.82","127.74","3.40M","0.94%"
"08/31/2022","128.45","129.92","130.00","128.40","3.49M","-0.87%"
"08/30/2022","129.58","130.56","130.77","129.29","2.41M","-0.56%"
"08/29/2022","130.31","129.99","131.42","129.57","2.78M","-0.05%"
"08/26/2022","130.38","134.10","134.18","130.34","4.19M","-2.69%"
"08/25/2022","133.98","133.65","134.43","133.07","2.71M","0.56%"
"08/24/2022","133.23","134.89","135.11","133.11","2.86M","-1.12%"
"08/23/2022","134.74","135.37","136.10","134.72","4.14M","-0.60%"
"08/22/2022","135.55","137.65","137.85","135.47","3.09M","-2.04%"
"08/19/2022","138.37","138.75","139.34","137.66","3.16M","-0.50%"
"08/18/2022","139.07","137.79","139.12","137.75","3.18M","0.93%"
"08/17/2022","137.79","136.46","138.41","136.30","3.67M","0.90%"
"08/16/2022","136.56","134.60","137.37","134.45","4.31M","1.21%"
"08/15/2022","134.93","132.96","135.19","132.24","2.79M","0.69%"
"08/12/2022","134.01","132.62","134.09","131.98","2.77M","1.11%"
"08/11/2022","132.54","132.36","133.23","132.00","3.50M","0.79%"
"08/10/2022","131.50","130.75","131.78","130.34","3.66M","1.57%"
"08/09/2022","129.47","129.92","130.79","129.12","3.50M","-2.37%"
"08/08/2022","132.61","133.10","133.35","132.02","3.83M","0.10%"
"08/05/2022","132.48","131.25","132.67","131.07","2.59M","0.64%"
"08/04/2022","131.64","132.15","132.29","131.02","3.18M","-0.53%"
"08/03/2022","132.34","131.82","132.86","131.32","3.09M","0.40%"
"08/02/2022","131.81","132.20","132.78","130.51","4.40M","-0.17%"
"08/01/2022","132.04","130.75","132.70","130.70","4.14M","0.96%"
"07/29/2022","130.79","129.52","131.00","129.31","5.79M","1.21%"
"07/28/2022","129.22","128.75","129.81","128.61","3.91M","0.08%"
"07/27/2022","129.12","127.97","129.43","127.58","4.18M","0.81%"
"07/26/2022","128.08","128.26","129.30","127.63","3.65M","-0.36%"
"07/25/2022","128.54","128.44","129.13","127.90","4.70M","0.23%"
"07/22/2022","128.25","127.03","128.32","125.71","6.47M","0.87%"
"07/21/2022","127.15","128.75","128.81","125.13","11.98M","-1.57%"
"07/20/2022","129.18","130.70","130.72","128.06","9.88M","-1.30%"
"07/19/2022","130.88","131.58","132.56","127.72","29.69M","-5.25%"
"07/18/2022","138.13","140.15","140.31","137.78","8.23M","-1.28%"
"07/15/2022","139.92","140.68","140.68","138.61","4.52M","0.62%"
"07/14/2022","139.06","135.60","139.43","135.02","5.30M","1.37%"
"07/13/2022","137.18","137.18","138.90","136.80","4.12M","-1.44%"
"07/12/2022","139.18","140.84","141.55","138.57","3.24M","-1.29%"
"07/11/2022","141.00","140.62","141.87","140.13","3.91M","0.38%"
"07/08/2022","140.47","140.76","141.32","139.82","2.82M","-0.26%"
"07/07/2022","140.83","138.91","141.32","138.83","3.90M","1.99%"
"07/06/2022","138.08","138.00","139.14","137.13","3.24M","0.33%"
"07/05/2022","137.62","139.97","139.97","135.27","6.27M","-2.48%"
"07/01/2022","141.12","141.00","141.67","139.26","4.01M","-0.05%"
"06/30/2022","141.19","139.58","142.46","139.28","4.88M","0.34%"
"06/29/2022","140.71","142.74","143.52","139.50","4.16M","-0.81%"
"06/28/2022","141.86","142.92","144.15","141.32","4.07M","-0.66%"
"06/27/2022","142.80","142.26","143.83","141.95","3.94M","0.52%"
"06/24/2022","142.06","139.20","142.37","139.13","11.49M","2.61%"
"06/23/2022","138.44","137.14","138.62","136.50","4.55M","0.99%"
"06/22/2022","137.08","136.10","138.18","136.03","3.79M","-0.56%"
"06/21/2022","137.85","135.90","138.50","135.90","4.09M","2.10%"
"06/17/2022","135.02","135.99","136.98","132.85","12.97M","-0.48%"
"06/16/2022","135.67","135.30","136.24","134.39","5.39M","-1.01%"
"06/15/2022","137.06","136.01","138.45","135.58","4.61M","0.99%"
"06/14/2022","135.72","135.00","136.95","134.86","4.61M","0.45%"
"06/13/2022","135.11","133.97","137.57","133.76","6.49M","-0.79%"
"06/10/2022","136.19","137.80","137.80","135.25","4.66M","-1.28%"
"06/09/2022","137.96","140.15","141.04","137.93","3.59M","-2.04%"
"06/08/2022","140.83","142.07","142.80","140.15","3.01M","-1.37%"
"06/07/2022","142.78","142.60","142.98","140.96","2.89M","-0.07%"
"06/06/2022","142.88","142.98","144.73","142.00","4.77M","1.20%"
"06/03/2022","141.18","140.26","142.58","139.74","4.35M","0.73%"
"06/02/2022","140.15","139.45","140.29","136.85","3.73M","0.52%"
"06/01/2022","139.43","139.67","140.47","138.52","3.80M","0.42%"
"05/31/2022","138.84","138.20","139.83","136.81","7.98M","-0.31%"
"05/27/2022","139.27","137.39","139.74","137.24","4.61M","1.74%"
"05/26/2022","136.89","135.00","137.55","134.52","3.93M","1.86%"
"05/25/2022","134.39","132.86","134.82","132.86","3.30M","0.44%"
"05/24/2022","133.80","130.57","134.37","130.42","4.19M","2.01%"
"05/23/2022","131.17","129.50","131.95","129.42","3.59M","2.09%"
"05/20/2022","128.48","130.18","130.37","125.80","6.91M","-0.91%"
"05/19/2022","129.66","132.00","132.32","128.71","5.82M","-2.47%"
"05/18/2022","132.94","137.10","137.62","132.17","6.00M","-3.92%"
"05/17/2022","138.37","137.19","138.37","135.64","4.37M","2.47%"
"05/16/2022","135.03","133.10","136.51","132.41","4.25M","1.07%"
"05/13/2022","133.60","133.00","133.80","131.05","4.20M","0.53%"
"05/12/2022","132.90","131.27","133.62","130.41","5.38M","1.64%"
"05/11/2022","130.75","129.86","132.96","129.86","5.30M","1.25%"
"05/10/2022","129.13","135.00","135.41","128.43","8.64M","-3.95%"
"05/09/2022","134.44","134.41","136.35","133.32","7.65M","-2.35%"
"05/06/2022","137.67","135.47","137.99","135.47","7.31M","1.29%"
"05/05/2022","135.92","136.46","137.26","134.76","5.96M","-1.08%"
"05/04/2022","137.40","132.87","137.87","132.14","5.93M","3.68%"
"05/03/2022","132.52","133.00","133.60","131.99","3.69M","-0.39%"
"05/02/2022","133.04","133.00","133.77","130.89","4.21M","0.63%"
"04/29/2022","132.21","135.13","135.55","132.00","5.08M","-2.60%"
"04/28/2022","135.74","136.85","136.99","134.81","4.48M","0.50%"
"04/27/2022","135.06","135.78","137.12","134.63","4.37M","-0.83%"
"04/26/2022","136.19","139.00","139.87","136.17","4.96M","-2.09%"
"04/25/2022","139.10","137.59","139.65","135.19","5.75M","0.61%"
"04/22/2022","138.25","139.70","140.44","137.35","6.51M","-1.14%"
"04/21/2022","139.85","138.23","141.88","137.35","9.92M","1.11%"
"04/20/2022","138.32","135.00","139.56","133.38","17.86M","7.10%"
"04/19/2022","129.15","126.08","129.40","126.00","7.97M","2.36%"
"04/18/2022","126.17","126.60","127.39","125.53","4.88M","-0.31%"
"04/14/2022","126.56","128.93","130.58","126.38","6.38M","0.33%"
"04/13/2022","126.14","125.64","126.67","124.91","3.06M","0.13%"
"04/12/2022","125.98","126.42","127.34","125.58","2.69M","-0.31%"
"04/11/2022","126.37","127.95","128.18","126.18","3.20M","-1.06%"
"04/08/2022","127.73","128.01","128.78","127.27","3.14M","-0.64%"
"04/07/2022","128.55","128.87","129.25","126.73","3.54M","-0.65%"
"04/06/2022","129.39","127.78","129.51","127.25","3.96M","0.39%"
"04/05/2022","128.89","129.85","131.23","128.66","3.11M","-1.06%"
"04/04/2022","130.27","130.26","130.45","128.93","2.81M","0.09%"
"04/01/2022","130.15","129.66","130.27","128.06","4.01M","0.10%"
"03/31/2022","130.02","130.72","131.88","130.00","4.27M","-1.60%"
"03/30/2022","132.13","132.01","133.08","131.39","2.62M","0.14%"
"03/29/2022","131.94","132.04","132.84","130.43","5.79M","0.36%"
"03/28/2022","131.47","130.82","131.50","129.60","2.48M","0.09%"
"03/25/2022","131.35","129.50","131.40","129.31","3.53M","1.62%"
"03/24/2022","129.25","128.33","129.37","127.80","2.97M","0.74%"
"03/23/2022","128.30","129.08","129.32","128.25","2.92M","-0.59%"
"03/22/2022","129.06","128.50","129.30","127.85","2.69M","0.75%"
"03/21/2022","128.10","129.00","129.74","127.40","3.38M","-0.51%"
"03/18/2022","128.76","127.38","128.93","126.37","7.47M","0.63%"
"03/17/2022","127.96","127.10","128.29","126.53","3.67M","0.72%"
"03/16/2022","127.04","126.50","127.28","124.71","4.29M","1.11%"
"03/15/2022","125.64","124.00","125.94","123.22","4.02M","1.37%"
"03/14/2022","123.94","124.45","125.16","122.68","3.29M","-0.02%"
"03/11/2022","123.96","125.00","126.77","123.91","4.12M","-0.31%"
"03/10/2022","124.35","125.75","126.03","123.13","5.33M","-1.48%"
"03/09/2022","126.22","127.41","128.10","125.91","4.40M","0.43%"
"03/08/2022","125.68","126.62","128.35","124.82","4.89M","-0.31%"
"03/07/2022","126.07","126.47","127.90","125.62","5.05M","-0.43%"
"03/04/2022","126.62","124.40","127.35","124.21","4.40M","0.55%"
"03/03/2022","125.93","124.96","126.67","124.24","5.21M","1.67%"
"03/02/2022","123.86","122.59","124.64","121.80","4.89M","2.07%"
"03/01/2022","121.35","122.67","123.39","120.70","4.87M","-0.95%"
"02/28/2022","122.51","122.21","123.39","121.04","6.76M","-1.34%"
"02/25/2022","124.18","122.05","124.26","121.45","4.46M","1.81%"
"02/24/2022","121.97","120.00","122.10","118.81","6.56M","-0.08%"
"02/23/2022","122.07","124.38","124.70","121.87","4.09M","-1.49%"
"02/22/2022","123.92","124.20","125.00","122.68","5.35M","-0.35%"
"02/18/2022","124.35","124.94","125.44","123.61","4.61M","-0.50%"
"02/17/2022","124.97","128.05","128.50","124.85","6.80M","-3.26%"
"02/16/2022","129.18","129.45","130.44","128.26","4.88M","-0.58%"
"02/15/2022","129.94","130.64","131.68","129.61","4.40M","-0.16%"
"02/14/2022","130.15","132.59","132.65","129.07","5.35M","-1.91%"
"02/11/2022","132.69","133.90","134.71","132.38","4.18M","-0.62%"
"02/10/2022","133.52","135.47","136.56","133.17","5.98M","-3.10%"
"02/09/2022","137.79","137.84","138.35","136.83","5.39M","0.56%"
"02/08/2022","137.02","137.23","137.52","135.78","4.18M","-0.16%"
"02/07/2022","137.24","137.45","137.82","136.27","3.76M","0.07%"
"02/04/2022","137.15","137.86","138.82","136.21","4.14M","-0.46%"
"02/03/2022","137.78","137.00","138.76","135.83","6.10M","0.39%"
"02/02/2022","137.25","135.70","137.55","135.26","5.36M","1.27%"
"02/01/2022","135.53","133.76","135.96","132.50","6.21M","1.47%"
"01/31/2022","133.57","134.09","134.09","132.30","5.86M","-0.69%"
"01/28/2022","134.50","133.19","134.53","131.79","5.47M","1.49%"
"01/27/2022","132.52","133.66","134.75","132.08","5.50M","-1.30%"
"01/26/2022","134.26","136.47","137.07","133.13","8.34M","-1.35%"
"01/25/2022","136.10","129.14","137.34","128.30","19.72M","5.65%"
"01/24/2022","128.82","127.99","129.15","124.19","13.78M","-0.41%"
"01/21/2022","129.35","131.65","131.87","129.27","5.91M","-1.12%"
"01/20/2022","130.82","131.26","132.88","130.57","5.28M","-0.58%"
"01/19/2022","131.58","132.90","133.90","131.50","4.10M","-1.02%"
"01/18/2022","132.94","132.95","133.89","131.78","5.25M","-0.95%"
"01/14/2022","134.21","134.55","135.14","133.30","5.31M","-0.41%"
"01/13/2022","134.76","133.90","136.05","133.56","4.87M","0.88%"
"01/12/2022","133.59","133.25","134.47","131.37","5.35M","0.54%"
"01/11/2022","132.87","130.52","133.25","127.97","11.11M","-1.60%"
"01/10/2022","135.03","134.47","136.20","133.38","5.43M","0.15%"
"01/07/2022","134.83","134.90","135.66","133.51","5.24M","-0.38%"
"01/06/2022","135.34","138.20","138.41","132.51","9.91M","-2.08%"
"01/05/2022","138.22","138.31","142.20","137.88","8.96M","0.14%"
"01/04/2022","138.02","136.10","139.95","135.90","7.30M","1.46%"
"01/03/2022","136.04","134.07","136.29","133.63","4.61M","1.78%"
"12/31/2021","133.66","134.00","134.99","133.61","3.36M","-0.19%"
"12/30/2021","133.91","133.75","134.37","133.33","3.16M","0.42%"
"12/29/2021","133.35","132.40","134.21","132.30","4.24M","0.54%"
"12/28/2021","132.63","131.60","133.22","131.59","3.45M","0.77%"
"12/27/2021","131.62","130.63","131.65","129.95","4.29M","0.76%"
"12/23/2021","130.63","130.00","130.96","129.52","3.65M","0.68%"
"12/22/2021","129.75","129.06","129.79","127.60","3.92M","0.60%"
"12/21/2021","128.97","127.66","129.34","127.66","4.86M","1.50%"
"12/20/2021","127.06","125.72","127.20","124.70","4.94M","-0.27%"
"12/17/2021","127.40","125.87","128.64","125.21","10.38M","1.17%"
"12/16/2021","125.93","123.51","126.64","123.47","7.28M","2.29%"
"12/15/2021","123.11","123.80","124.82","122.18","4.99M","-0.53%"
"12/14/2021","123.76","122.35","125.03","122.30","5.72M","0.96%"
"12/13/2021","122.58","123.76","124.36","120.79","6.85M","-1.22%"
"12/10/2021","124.09","124.30","125.33","123.36","4.97M","0.42%"
"12/09/2021","123.57","122.15","123.95","121.79","4.60M","0.45%"
"12/08/2021","123.02","122.00","123.38","121.52","5.48M","1.18%"
"12/07/2021","121.58","120.47","122.08","120.07","5.19M","1.39%"
"12/06/2021","119.91","119.40","121.15","119.40","4.79M","0.90%"
"12/03/2021","118.84","117.36","119.36","117.36","6.63M","1.66%"
"12/02/2021","116.90","117.37","117.98","116.56","5.27M","-0.02%"
"12/01/2021","116.92","118.25","118.93","116.85","5.96M","-0.15%"
"11/30/2021","117.10","117.50","119.24","116.45","9.25M","-1.18%"
"11/29/2021","118.50","118.62","119.61","117.53","8.95M","2.32%"
"11/26/2021","115.81","115.00","116.33","114.56","3.32M","-0.79%"
"11/24/2021","116.73","116.16","117.27","116.08","3.22M","-0.05%"
"11/23/2021","116.79","116.79","117.94","116.04","4.91M","0.27%"
"11/22/2021","116.47","116.00","118.81","115.19","6.42M","0.36%"
"11/19/2021","116.05","116.49","116.56","115.27","5.38M","-0.52%"
"11/18/2021","116.66","118.36","118.36","116.31","5.05M","-1.19%"
"11/17/2021","118.06","118.38","119.33","117.78","4.04M","-0.34%"
"11/16/2021","118.46","118.92","119.90","118.42","4.75M","-0.34%"
"11/15/2021","118.87","119.54","120.16","118.31","5.05M","-0.08%"
"11/12/2021","118.96","120.00","120.64","118.78","5.42M","-1.09%"
"11/11/2021","120.27","120.90","121.79","120.08","4.64M","0.04%"
"11/10/2021","120.22","121.00","122.43","119.93","6.27M","-0.52%"
"11/09/2021","120.85","122.56","122.90","120.26","7.24M","-2.96%"
"11/08/2021","124.54","123.99","124.78","123.53","5.63M","0.75%"
"11/05/2021","123.61","121.43","123.77","121.43","6.79M","2.28%"
"11/04/2021","120.85","123.05","123.34","119.90","7.21M","-0.48%"
"11/03/2021","121.43","120.57","121.58","120.05","5.42M","0.75%"
"11/02/2021","120.52","120.64","121.47","119.31","4.51M","-0.08%"
"11/01/2021","120.62","119.44","120.65","118.29","5.91M","0.94%"
"10/29/2021","119.49","119.81","120.66","119.31","5.92M","-0.59%"
"10/28/2021","120.20","119.56","120.65","119.03","6.50M","0.54%"
"10/27/2021","119.56","121.73","122.15","119.41","6.97M","-1.54%"
"10/26/2021","121.43","121.80","122.55","121.07","8.52M","-0.40%"
"10/25/2021","121.92","121.81","122.88","121.25","6.37M","-0.19%"
"10/22/2021","122.15","122.31","124.41","120.93","11.58M","-0.35%"
"10/21/2021","122.58","127.52","127.72","122.36","31.47M","-9.56%"
"10/20/2021","135.54","135.33","135.82","134.39","6.19M","-0.06%"
"10/19/2021","135.61","134.75","136.53","134.22","4.34M","-0.24%"
"10/18/2021","135.94","137.54","138.44","135.40","6.15M","-1.58%"
"10/15/2021","138.13","136.96","138.36","136.39","3.22M","0.85%"
"10/14/2021","136.96","134.72","137.47","134.69","4.22M","1.87%"
"10/13/2021","134.45","134.22","135.07","133.40","2.88M","0.21%"
"10/12/2021","134.17","135.83","135.92","134.01","3.15M","-1.38%"
"10/11/2021","136.04","137.07","137.62","136.02","2.79M","-0.55%"
"10/08/2021","136.80","135.45","137.21","134.73","3.73M","0.99%"
"10/07/2021","135.45","136.33","136.97","135.18","3.82M","-0.39%"
"10/06/2021","135.98","136.09","136.94","134.57","5.33M","-0.55%"
"10/05/2021","136.73","138.26","138.50","136.24","6.98M","-0.67%"
"10/04/2021","137.65","136.34","139.45","135.97","7.35M","0.55%"
"10/01/2021","136.89","134.68","137.51","134.08","6.60M","3.16%"
"09/30/2021","132.70","133.72","134.27","132.29","5.82M","-0.18%"
"09/29/2021","132.94","131.55","133.66","130.32","3.77M","1.24%"
"09/28/2021","131.31","132.93","133.42","131.06","4.31M","-0.79%"
"09/27/2021","132.35","131.77","132.83","131.32","3.31M","0.78%"
"09/24/2021","131.33","130.89","132.27","130.62","2.96M","0.56%"
"09/23/2021","130.60","129.19","131.26","128.98","3.01M","1.56%"
"09/22/2021","128.59","127.72","129.30","127.49","3.60M","1.25%"
"09/21/2021","127.01","129.05","129.57","126.98","4.07M","-1.00%"
"09/20/2021","128.29","127.90","129.12","126.83","4.77M","-0.68%"
"09/17/2021","129.17","129.66","129.83","128.99","5.63M","-0.88%"
"09/16/2021","130.31","131.12","131.76","129.63","2.64M","-0.56%"
"09/15/2021","131.05","130.11","131.62","129.59","3.25M","0.72%"
"09/14/2021","130.11","132.19","132.36","129.27","4.45M","-1.40%"
"09/13/2021","131.96","132.19","132.76","131.34","4.14M","0.82%"
"09/10/2021","130.88","132.60","133.12","130.86","3.98M","-0.52%"
"09/09/2021","131.56","131.67","132.73","131.39","3.51M","-0.67%"
"09/08/2021","132.45","131.95","132.85","131.43","2.99M","0.44%"
"09/07/2021","131.87","133.39","133.52","131.58","3.29M","-1.09%"
"09/03/2021","133.32","133.42","134.17","133.05","1.92M","-0.31%"
"09/02/2021","133.73","133.46","133.77","132.80","2.72M","0.51%"
"09/01/2021","133.05","133.70","133.79","132.95","2.47M","-0.74%"
"08/31/2021","134.05","133.28","134.62","132.72","4.24M","0.99%"
"08/30/2021","132.74","133.25","133.61","132.59","2.00M","-0.32%"
"08/27/2021","133.16","132.49","133.33","132.19","2.46M","0.45%"
"08/26/2021","132.56","133.69","134.49","132.49","2.50M","-0.77%"
"08/25/2021","133.59","133.65","134.49","133.21","2.01M","0.01%"
"08/24/2021","133.57","133.51","133.94","133.07","2.37M","0.16%"
"08/23/2021","133.36","133.36","133.87","132.58","3.04M","0.37%"
"08/20/2021","132.87","131.56","133.13","131.12","2.66M","0.79%"
"08/19/2021","131.83","132.47","133.20","131.06","4.16M","-1.04%"
"08/18/2021","133.22","135.32","135.55","133.14","3.51M","-2.07%"
"08/17/2021","136.03","136.59","136.74","134.76","3.07M","-0.81%"
"08/16/2021","137.15","136.81","137.30","135.85","2.79M","0.29%"
"08/13/2021","136.76","136.24","137.14","136.05","1.91M","0.08%"
"08/12/2021","136.66","135.88","136.73","135.71","2.09M","0.66%"
"08/11/2021","135.76","135.42","136.37","135.16","4.26M","0.53%"
"08/10/2021","135.04","134.88","135.45","134.05","5.30M","0.09%"
"08/09/2021","134.92","135.82","136.11","134.65","4.90M","-1.97%"
"08/06/2021","137.63","136.59","137.92","136.48","3.83M","0.92%"
"08/05/2021","136.37","136.62","136.98","135.84","2.76M","0.01%"
"08/04/2021","136.36","137.35","137.72","136.08","2.83M","-0.91%"
"08/03/2021","137.61","135.54","138.21","135.30","4.08M","1.87%"
"08/02/2021","135.08","135.11","136.65","134.71","2.93M","0.33%"
"07/30/2021","134.64","135.17","135.49","134.48","3.54M","-0.68%"
"07/29/2021","135.57","135.95","136.55","135.25","2.67M","0.11%"
"07/28/2021","135.41","136.60","136.68","135.29","2.54M","-0.69%"
"07/27/2021","136.35","136.14","137.20","135.25","3.14M","-0.01%"
"07/26/2021","136.37","135.05","136.59","134.80","4.25M","1.01%"
"07/23/2021","135.00","134.64","135.35","134.04","4.47M","0.45%"
"07/22/2021","134.40","135.31","135.45","134.11","3.31M","-0.42%"
"07/21/2021","134.96","133.69","135.05","133.39","4.80M","0.95%"
"07/20/2021","133.69","136.59","138.42","132.48","13.61M","1.49%"
"07/19/2021","131.74","130.33","132.28","130.10","8.58M","-0.71%"
"07/16/2021","132.67","134.68","134.68","132.38","4.11M","-1.10%"
"07/15/2021","134.15","133.07","134.16","132.58","3.64M","0.45%"
"07/14/2021","133.55","134.41","134.44","132.70","4.40M","-0.33%"
"07/13/2021","133.99","134.60","134.60","133.37","3.16M","-0.45%"
"07/12/2021","134.60","135.09","135.59","133.83","3.34M","-0.42%"
"07/09/2021","135.17","135.11","135.61","134.53","3.90M","0.55%"
"07/08/2021","134.43","131.60","134.97","131.49","5.49M","0.66%"
"07/07/2021","133.55","132.54","134.04","132.54","4.06M","0.75%"
"07/06/2021","132.56","133.71","134.12","130.95","8.09M","-0.89%"
"07/02/2021","133.74","140.32","140.36","133.21","16.83M","-4.64%"
"07/01/2021","140.26","140.37","140.89","140.00","2.69M","0.17%"
"06/30/2021","140.02","138.62","140.34","138.22","3.25M","0.71%"
"06/29/2021","139.02","138.75","140.16","138.59","2.43M","0.18%"
"06/28/2021","138.78","140.42","140.70","138.41","3.89M","-1.06%"
"06/25/2021","140.26","138.86","140.34","138.45","3.59M","0.96%"
"06/24/2021","138.92","139.26","139.64","138.20","3.61M","0.57%"
"06/23/2021","138.13","139.86","139.93","138.09","3.20M","-1.20%"
"06/22/2021","139.80","139.95","140.23","138.83","2.44M","-0.20%"
"06/21/2021","140.07","137.65","140.48","137.60","4.29M","2.47%"
"06/18/2021","136.70","138.00","138.19","136.63","9.16M","-1.70%"
"06/17/2021","139.07","140.93","141.42","138.77","4.37M","-1.51%"
"06/16/2021","141.20","143.05","143.05","140.62","3.88M","-1.02%"
"06/15/2021","142.66","143.13","143.19","141.94","2.51M","-0.45%"
"06/14/2021","143.30","143.95","144.26","141.99","3.34M","-0.83%"
"06/11/2021","144.50","143.69","145.04","143.63","3.44M","0.49%"
